stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
39.625714,1,26140,-104.791658,,,,Vehicles Travelling South,S Buckley Rd & Smoky Hill Rd,0,26140,merged_115786296
39.679836,1,26149,-104.938318,,,33708,Vehicles Travelling East,Colorado Station Gate B,0,26149,merged_115786296
39.67374,1,19877,-104.86981,,,,Vehicles Travelling Southeast,S Parker Rd & Iliff Ave,0,19877,merged_115786296
40.178527,1,17538,-105.116613,,,,Vehicles Travelling South,Francis St & 11th Ave,0,17538,merged_115786296
39.609614,1,17534,-105.105487,,,,Vehicles Travelling East,W Bowles Ave & S Holland Way,0,17534,merged_115786296
40.181262,1,17537,-105.124829,,,,Vehicles Travelling East,Mountain View Ave & Spencer St,0,17537,merged_115786296
40.188193,1,17536,-105.131024,,,,Vehicles Travelling South,Hover St & 17th Ave,0,17536,merged_115786296
39.823772,1,11623,-104.988413,,,,Vehicles Travelling West,W 70th Ave & Broadway,0,11623,merged_115786296
39.823529,1,11627,-104.995879,,,,Vehicles Travelling East,W 70th Ave & Huron St,0,11627,merged_115786296
39.823532,1,11626,-104.993045,,,,Vehicles Travelling East,W 70th Ave & Elati St,0,11626,merged_115786296
39.823708,1,11629,-104.993046,,,,Vehicles Travelling West,W 70th Ave & Jennie Dr,0,11629,merged_115786296
39.823702,1,11628,-104.995979,,,,Vehicles Travelling West,W 70th Ave & Huron St,0,11628,merged_115786296
39.754759,1,10624,-105.017544,,,,Vehicles Travelling East,W 26th Ave & Alcott St,0,10624,merged_115786296
39.754876,1,10625,-105.017536,,,,Vehicles Travelling West,W 26th Ave & Alcott St,0,10625,merged_115786296
39.852514,1,24071,-105.109871,,,,Vehicles Travelling North,Kipling St & W 86th Pkwy,0,24071,merged_115786296
39.711087,1,11979,-105.057327,,,,Vehicles Travelling East,W Alameda Ave & S Depew St,0,11979,merged_115786296
39.787625,1,33448,-104.737974,,,,Vehicles Travelling South,Orleans St & 51st Ave,0,33448,merged_115786296
39.781683,1,33443,-104.737936,,,,Vehicles Travelling East,Green Valley Ranch Blvd & Orleans St,0,33443,merged_115786296
39.787333,1,33442,-104.756999,,,,Vehicles Travelling Northwest,Himalaya Rd & 49th Ave,0,33442,merged_115786296
39.781194,1,33441,-104.741796,,,,Vehicles Travelling East,Green Valley Ranch Blvd & Malaya St,0,33441,merged_115786296
39.708082,1,11970,-104.878471,,,,Vehicles Travelling Northeast,Alameda Ave & S Clinton St,0,11970,merged_115786296
39.711383,1,11977,-104.932121,,,,Vehicles Travelling West,Alameda Ave & S Dahlia St,0,11977,merged_115786296
39.711145,1,11976,-104.930865,,,,Vehicles Travelling East,Alameda Ave & S Dahlia St,0,11976,merged_115786296
39.703911,1,33197,-105.006975,,,,Vehicles Travelling East,W Exposition Ave & S Quivas St,0,33197,merged_115786296
39.788799,1,33444,-104.759134,,,,Vehicles Travelling North,Himalaya Rd & 50th Ave,0,33444,merged_115786296
39.743863,1,17759,-104.995517,,,,Vehicles Travelling North,Stout St & 14th St,0,17759,merged_115786296
39.778837,1,20645,-104.818428,,,,Vehicles Travelling Northwest,46th Ave & Enid Ct,0,20645,merged_115786296
39.585864,1,24177,-104.988236,,,,Vehicles Travelling North,S Broadway & W Fremont Pl,0,24177,merged_115786296
39.750774,1,17753,-104.993505,,,,Vehicles Travelling North,Lawrence St & 18th St,0,17753,merged_115786296
39.748373,1,17752,-104.996625,,,,Vehicles Travelling North,Lawrence St & 16th Street,0,17752,merged_115786296
39.780228,1,20641,-105.004735,,,,Vehicles Travelling West,W 46th Ave & Navajo St,0,20641,merged_115786296
39.670782,1,20643,-104.810612,,,,Vehicles Travelling West,Yale Ave & S Chambers Rd,0,20643,merged_115786296
39.780111,1,20642,-105.003825,,,,Vehicles Travelling East,W 46th Ave & Navajo St,0,20642,merged_115786296
40.003891,1,13193,-105.231007,,,,Vehicles Travelling North,Crescent Dr & Laurel Ave,0,13193,merged_115786296
40.000657,1,13192,-105.229504,,,,Vehicles Travelling North,Crescent Dr & Baseline Rd,0,13192,merged_115786296
40.139506,1,13191,-105.098196,,,,Vehicles Travelling South,S Collyer St & Countryside Estates,0,13191,merged_115786296
40.003689,1,13194,-105.231056,,,,Vehicles Travelling South,Crescent Dr & Laurel Ave,0,13194,merged_115786296
39.687096,1,20469,-104.936052,,,,Vehicles Travelling South,S Birch St & Iowa Ave,0,20469,merged_115786296
39.689625,1,20468,-104.936265,,,,Vehicles Travelling South,S Birch St & Florida Ave,0,20468,merged_115786296
39.733001,1,14790,-105.109744,,,,Vehicles Travelling South,Kipling St & W 10th Ave,0,14790,merged_115786296
39.796929,1,34949,-105.085517,,,,Vehicles Travelling East,W 55th Ave & Zephyr Ct,0,34949,merged_115786296
39.79385,1,34948,-105.086185,,,,Vehicles Travelling South,Allison St & 5300 Block,0,34948,merged_115786296
39.794171,1,34947,-105.08607,,,,Vehicles Travelling North,Allison St & 5300 Block,0,34947,merged_115786296
39.791179,1,34946,-105.08656,,,,Vehicles Travelling West,W 52nd Ave & Allison St,0,34946,merged_115786296
39.794859,1,20391,-104.812924,,,,Vehicles Travelling West,Maxwell Pl & Fairplay St,0,20391,merged_115786296
39.694509,1,20465,-104.936284,,,,Vehicles Travelling South,S Birch St & Arizona Ave,0,20465,merged_115786296
39.694824,1,20464,-104.934405,,,,Vehicles Travelling West,Arizona Ave & S Cherry St,0,20464,merged_115786296
39.690918,1,20467,-104.936265,,,,Vehicles Travelling South,S Birch St & Arkansas Ave,0,20467,merged_115786296
39.704057,1,20394,-104.915295,,,,Vehicles Travelling Southwest,Leetsdale Dr & Exposition Ave,0,20394,merged_115786296
39.733152,1,10084,-105.050763,,,,Vehicles Travelling West,W 10th Ave & Xavier St,0,10084,merged_115786296
39.733125,1,10081,-105.047719,,,,Vehicles Travelling West,W 10th Ave & Winona Ct,0,10081,merged_115786296
39.733019,1,10082,-105.046716,,,,Vehicles Travelling East,W 10th Ave & Winona Ct,0,10082,merged_115786296
39.73304,1,10083,-105.04949,,,,Vehicles Travelling East,W 10th Ave & Wolff St,0,10083,merged_115786296
39.732641,1,14791,-105.109514,,,,Vehicles Travelling North,Kipling St & W 10th Ave,0,14791,merged_115786296
39.740056,1,12954,-104.845858,,,,Vehicles Travelling East,Colfax Ave & Peoria St,0,12954,merged_115786296
39.740257,1,12955,-104.847692,,,,Vehicles Travelling West,Colfax Ave & Peoria St,0,12955,merged_115786296
39.740265,1,12956,-105.039579,,,,Vehicles Travelling East,W Colfax Ave & Perry St,0,12956,merged_115786296
39.740204,1,12957,-105.071233,,,,Vehicles Travelling East,W Colfax Ave & Pierce St,0,12957,merged_115786296
39.740403,1,12958,-105.072714,,,,Vehicles Travelling West,W Colfax Ave & Pierce St,0,12958,merged_115786296
39.710339,1,33991,-104.866143,,,,Vehicles Travelling South,S Havana St & Alameda Ave Farside,0,33991,merged_115786296
39.568628,1,33226,-104.960276,,,,Vehicles Travelling North,S University Blvd & Otero Cir,0,33226,merged_115786296
39.73409,1,18622,-104.828399,,,,Vehicles Travelling South,Potomac St & Hoffman Blvd,0,18622,merged_115786296
39.731537,1,18623,-104.828409,,,,Vehicles Travelling South,Potomac St & 10th Ave,0,18623,merged_115786296
39.727601,1,18624,-104.828414,,,,Vehicles Travelling South,700 Block Potomac St,0,18624,merged_115786296
39.721726,1,18625,-104.8284,,,,Vehicles Travelling South,Potomac St & Parkview Dr,0,18625,merged_115786296
39.740001,1,33997,-104.771526,,,,Vehicles Travelling East,Colfax Ave & Tower Rd,0,33997,merged_115786296
39.707336,1,33220,-105.075008,,,,Vehicles Travelling North,S Saulsbury St & W Virginia Ave,0,33220,merged_115786296
39.732473,1,33228,-104.847304,,,,Vehicles Travelling South,Peoria St & 11th Ave,0,33228,merged_115786296
39.770641,1,15906,-104.847184,,,,Vehicles Travelling South,Peoria St & 39th Ave,0,15906,merged_115786296
39.623201,1,12483,-104.988139,,,,Vehicles Travelling South,S Broadway & W Belleview Ave,0,12483,merged_115786296
39.664635,1,12480,-104.987466,,,,Vehicles Travelling North,S Broadway & Bates Ave,0,12480,merged_115786296
39.769859,1,15905,-104.847165,,,,Vehicles Travelling North,Peoria St & 39th Ave,0,15905,merged_115786296
39.608539,1,12486,-104.98823,,,,Vehicles Travelling South,S Broadway & W Broadmoor Dr,0,12486,merged_115786296
39.828341,1,12487,-104.987526,,,,Vehicles Travelling South,Broadway & Bronco Rd,0,12487,merged_115786296
39.696688,1,15456,-105.077614,,,,Vehicles Travelling West,W Mississippi Ave & S Teller St,0,15456,merged_115786296
39.758695,1,15901,-104.847056,,,,Vehicles Travelling South,Peoria St & 30th Ave,0,15901,merged_115786296
40.003903,1,34415,-105.105164,,,,Vehicles Travelling West,Diamond Cir & Black Diamond Dr,0,34415,merged_115786296
39.972525,1,34414,-104.766696,,,,Vehicles Travelling West,Bromley Ln & Tower Rd,0,34414,merged_115786296
40.001442,1,34417,-105.105314,,,,Vehicles Travelling South,Aspen Ridge Dr & Black Diamond Dr,0,34417,merged_115786296
39.603369,1,12489,-104.988004,,,,Vehicles Travelling North,S Broadway & Caley Ave,0,12489,merged_115786296
39.956992,1,34411,-104.776072,,,,Vehicles Travelling North,Prairie Center Pkwy & 2100 South,0,34411,merged_115786296
39.956023,1,34410,-104.776708,,,,Vehicles Travelling South,Prairie Center Pkwy & 2100 South,0,34410,merged_115786296
39.969178,1,34413,-104.77115,,,,Vehicles Travelling South,1150 Block Prairie Center Pkwy,0,34413,merged_115786296
39.778944,1,15909,-104.847169,,,,Vehicles Travelling South,Peoria St & 46th Ave,0,15909,merged_115786296
39.757246,1,24397,-105.222922,,,34142,Vehicles Travelling North,Washington Ave & 10th St,0,24397,merged_115786296
39.698906,1,24396,-104.999247,,,,Vehicles Travelling South,900 Block S Jason St,0,24396,merged_115786296
39.701686,1,24395,-104.999261,,,,Vehicles Travelling South,800 Block S Jason St,0,24395,merged_115786296
39.704401,1,24394,-104.99927,,,,Vehicles Travelling South,S Jason St & W Exposition Ave,0,24394,merged_115786296
39.707477,1,24393,-105.000663,,,,Vehicles Travelling East,W Virginia Ave & S Lipan St,0,24393,merged_115786296
39.703909,1,24392,-105.002181,,,,Vehicles Travelling East,W Exposition Ave & S Mariposa Way,0,24392,merged_115786296
39.737448,1,14795,-105.109504,,,,Vehicles Travelling North,Kipling St & W 13th Pl,0,14795,merged_115786296
39.755079,1,24398,-105.217935,,,,Vehicles Travelling South,Ford St & 13th St,0,24398,merged_115786296
39.725047,1,18762,-104.810514,,,,Vehicles Travelling South,Chambers Rd & 6th Ave,0,18762,merged_115786296
39.700752,1,18767,-104.810048,,,,Vehicles Travelling South,S Chambers Rd & Ohio Ave,0,18767,merged_115786296
39.769316,1,11025,-105.068429,,,,Vehicles Travelling East,W 38th Ave & Newland St,0,11025,merged_115786296
39.769292,1,11024,-105.11826,,,,Vehicles Travelling West,W 38th Ave & Nelson St,0,11024,merged_115786296
39.884891,1,14507,-105.241218,,,,Vehicles Travelling South,CO 93 & Mile Post 9,0,14507,merged_115786296
39.769205,1,11021,-105.003834,,,,Vehicles Travelling East,W 38th Ave & Navajo St,0,11021,merged_115786296
39.769356,1,11020,-105.004511,,,,Vehicles Travelling West,W 38th Ave & Navajo St,0,11020,merged_115786296
39.769218,1,11023,-105.118053,,,,Vehicles Travelling East,W 38th Ave & Nelson St,0,11023,merged_115786296
39.884572,1,14508,-105.240989,,,,Vehicles Travelling North,CO 93 & Mile Post 9,0,14508,merged_115786296
40.169215,1,23282,-105.106762,,,,Vehicles Travelling North,Pratt St & 6th Ave,0,23282,merged_115786296
40.170421,1,23283,-105.116251,,,,Vehicles Travelling West,Longs Peak Ave & Francis St,0,23283,merged_115786296
40.170851,1,23284,-105.116609,,,,Vehicles Travelling South,Francis St & Longs Peak Ave,0,23284,merged_115786296
40.172879,1,23285,-105.116477,,,,Vehicles Travelling North,Francis St & 8th Ave,0,23285,merged_115786296
40.172407,1,23286,-105.116651,,,,Vehicles Travelling South,Francis St & 8th Ave,0,23286,merged_115786296
40.174454,1,23287,-105.116593,,,,Vehicles Travelling South,Francis St & 9th Ave,0,23287,merged_115786296
39.790031,1,11362,-104.837862,,,,Vehicles Travelling Southwest,51st Ave & Ursula Way,0,11362,merged_115786296
39.627187,1,19824,-104.795198,,,,Vehicles Travelling Southeast,Smoky Hill Rd & Pheasant Run Pkwy,0,19824,merged_115786296
39.980196,1,19179,-105.245306,,,,Vehicles Travelling Southeast,S Broadway & Darley Ave,0,19179,merged_115786296
39.827111,1,19281,-104.912898,,,,Vehicles Travelling East,72nd Ave & Monaco St,0,19281,merged_115786296
39.782004,1,19283,-104.958664,,,,Vehicles Travelling West,47th Ave & Josephine St,0,19283,merged_115786296
39.82388,1,19282,-104.909317,,,,Vehicles Travelling West,70th Ave & Newport St,0,19282,merged_115786296
39.761107,1,19285,-104.903545,,,,Vehicles Travelling South,Quebec St & MLK Blvd,0,19285,merged_115786296
39.707144,1,25136,-105.082279,,,,Vehicles Travelling West,W Virginia Ave & S Wadsworth Blvd,0,25136,merged_115786296
39.706944,1,25137,-105.082571,,,,Vehicles Travelling East,W Virginia Ave & S Wadsworth Blvd,0,25137,merged_115786296
39.743543,1,25428,-105.013526,,,34111,Vehicles Travelling Northeast,Empower Field at Mile High Station,0,25428,A_merged_115786298
39.748736,1,25429,-105.00943,,,34110,Vehicles Travelling Northeast,Ball Arena / Elitch Gardens Station,0,25429,A_merged_115786298
39.751271,1,25422,-105.000201,,,,Vehicles Travelling Southeast,16th Street & Wazee St,0,25422,merged_115786296
39.751959,1,25423,-105.00109,,,,Vehicles Travelling Southeast,16th Street & Wynkoop St,0,25423,merged_115786296
39.742027,1,25427,-105.010937,,,34112,Vehicles Travelling Northwest,Auraria West Station,0,25427,A_merged_115786298
39.75114,1,25424,-104.999778,,,,Vehicles Travelling Northeast,16th Street & Wazee St,0,25424,merged_115786296
39.751815,1,25425,-105.000764,,,,Vehicles Travelling Northwest,16th Street & Wynkoop St,0,25425,merged_115786296
40.195638,1,25646,-105.11639,,,,Vehicles Travelling East,21st Ave & Francis St,0,25646,merged_115786296
40.017366,1,19825,-105.2767,,,33700,Vehicles Travelling Northwest,Downtown Boulder Station Gate J,0,19825,merged_115786296
39.689013,1,16836,-104.95943,,,,Vehicles Travelling South,S University Blvd & Florida Ave,0,16836,merged_115786296
39.689572,1,16835,-104.959289,,,,Vehicles Travelling North,S University Blvd & Florida Ave,0,16835,merged_115786296
39.703684,1,16834,-104.959454,,,,Vehicles Travelling South,S University Blvd & Exposition Ave,0,16834,merged_115786296
39.704194,1,16833,-104.959261,,,,Vehicles Travelling North,S University Blvd & Exposition Ave,0,16833,merged_115786296
39.677967,1,16832,-104.959537,,,,Vehicles Travelling South,S University Blvd & Evans Ave,0,16832,merged_115786296
39.678782,1,16831,-104.959244,,,,Vehicles Travelling North,S University Blvd & Evans Ave,0,16831,merged_115786296
39.596835,1,16830,-104.958737,,,,Vehicles Travelling Southwest,S University Blvd & Euclid Ave,0,16830,merged_115786296
40.03202,1,19829,-105.258276,,,,Vehicles Travelling North,28th St & Glenwood Dr,0,19829,merged_115786296
40.037962,1,19828,-105.248447,,,,Vehicles Travelling East,CO 119 & 34th St,0,19828,merged_115786296
39.617142,1,16839,-104.959677,,,,Vehicles Travelling North,S University Blvd & Garden Ln,0,16839,merged_115786296
39.656882,1,16838,-104.959553,,,,Vehicles Travelling South,S University Blvd & Floyd Ave,0,16838,merged_115786296
39.711393,1,12107,-105.04679,,,,Vehicles Travelling West,W Alameda Ave & S Winona Ct,0,12107,merged_115786296
39.711167,1,12106,-105.047151,,,,Vehicles Travelling East,W Alameda Ave & S Utica St,0,12106,merged_115786296
39.711054,1,12105,-104.83624,,,,Vehicles Travelling East,Alameda Ave & S Ursula Way,0,12105,merged_115786296
39.711282,1,12104,-104.838104,,,,Vehicles Travelling West,Alameda Ave & S Revere St,0,12104,merged_115786296
39.70974,1,12101,-105.132443,,,,Vehicles Travelling East,W Alameda Ave & S Union Blvd,0,12101,merged_115786296
39.711285,1,12100,-104.84268,,,,Vehicles Travelling West,Alameda Ave & S Troy St,0,12100,merged_115786296
39.710831,1,12109,-105.080685,,,,Vehicles Travelling East,W Alameda Ave & S Wadsworth Blvd,0,12109,merged_115786296
39.735332,1,10169,-104.984014,,,,Vehicles Travelling West,12th Ave & Grant St,0,10169,merged_115786296
39.735227,1,10168,-104.983287,,,,Vehicles Travelling East,12th Ave & Grant St,0,10168,merged_115786296
39.735169,1,10167,-104.95261,,,,Vehicles Travelling West,12th Ave & Fillmore St,0,10167,merged_115786296
39.735078,1,10166,-104.952621,,,,Vehicles Travelling East,12th Ave & Fillmore St,0,10166,merged_115786296
39.735186,1,10163,-104.956081,,,,Vehicles Travelling West,12th Ave & Elizabeth St,0,10163,merged_115786296
39.735096,1,10162,-104.956006,,,,Vehicles Travelling East,12th Ave & Elizabeth St,0,10162,merged_115786296
39.73519,1,10161,-104.973475,,,,Vehicles Travelling West,12th Ave & Downing St,0,10161,merged_115786296
39.7351,1,10160,-104.973595,,,,Vehicles Travelling East,12th Ave & Corona St,0,10160,merged_115786296
39.986209,1,21709,-105.213243,,,,Vehicles Travelling West,South Boulder Rd & Cherryvale Rd,0,21709,merged_115786296
39.986019,1,21708,-105.2124,,,,Vehicles Travelling East,South Boulder Rd & Cherryvale Rd,0,21708,merged_115786296
39.639333,1,14888,-105.10967,,,,Vehicles Travelling North,S Kipling St & W Quincy Ave,0,14888,merged_115786296
39.638014,1,14889,-105.110108,,,,Vehicles Travelling South,S Kipling St & W Quincy Ave,0,14889,merged_115786296
39.646026,1,14881,-105.109923,,,,Vehicles Travelling South,S Kipling St & W Lehigh Ave,0,14881,merged_115786296
39.646617,1,14882,-105.109579,,,,Vehicles Travelling North,S Kipling St & W Lehigh Ave,0,14882,merged_115786296
39.682377,1,33054,-105.057755,,,,Vehicles Travelling West,W Jewell Ave & S Depew St,0,33054,merged_115786296
39.618524,1,14885,-105.110226,,,,Vehicles Travelling South,S Kipling St & W Montgomery Ave,0,14885,merged_115786296
39.668462,1,14886,-105.109798,,,,Vehicles Travelling South,S Kipling St & Morrison Rd,0,14886,merged_115786296
39.668612,1,14887,-105.109557,,,,Vehicles Travelling North,S Kipling St & Morrison Rd,0,14887,merged_115786296
39.769614,1,13718,-105.025159,,,,Vehicles Travelling North,Federal Blvd & W 38th Ave,0,13718,merged_115786296
39.711056,1,12081,-105.128387,,,,Vehicles Travelling West,W Alameda Ave & S Routt St,0,12081,merged_115786296
39.975296,1,14085,-105.249098,,,,Vehicles Travelling Northeast,Gillaspie Dr & Berea Dr,0,14085,merged_115786296
39.970452,1,14087,-105.247377,,,,Vehicles Travelling West,Gillaspie Dr & Greenbriar Blvd,0,14087,merged_115786296
39.972973,1,14089,-105.251508,,,,Vehicles Travelling Northeast,Gillaspie Dr & Heidelberg Dr,0,14089,merged_115786296
39.660164,1,13276,-104.864013,,,,Vehicles Travelling East,Dartmouth Ave & Bethany Dr,0,13276,merged_115786296
39.659154,1,13274,-105.064889,,,,Vehicles Travelling Northwest,W Dartmouth Ave & S Ingalls Way,0,13274,merged_115786296
39.658902,1,13275,-105.064776,,,,Vehicles Travelling Southeast,W Dartmouth Ave & S Ingalls Way,0,13275,merged_115786296
39.656974,1,13272,-105.06237,,,,Vehicles Travelling Southeast,W Dartmouth Ave & S Hurley Cir,0,13272,merged_115786296
39.655793,1,13270,-105.058696,,,,Vehicles Travelling East,W Dartmouth Ave & S Golden Way,0,13270,merged_115786296
39.657356,1,13271,-105.062795,,,,Vehicles Travelling Northwest,W Dartmouth Ave & S Hurley Cir,0,13271,merged_115786296
39.660175,1,13279,-104.858586,,,,Vehicles Travelling East,Dartmouth Ave & S Kenton St,0,13279,merged_115786296
39.656713,1,14268,-104.866601,,,,Vehicles Travelling South,S Havana St & Girard Ave,0,14268,merged_115786296
39.675111,1,14269,-104.865795,,,,Vehicles Travelling North,S Havana St & Iliff Ave,0,14269,merged_115786296
39.689809,1,14265,-104.865782,,,,Vehicles Travelling North,S Havana St & Florida Ave,0,14265,merged_115786296
39.68908,1,14266,-104.866091,,,,Vehicles Travelling South,S Havana St & Florida Ave,0,14266,merged_115786296
39.65673,1,14267,-104.866323,,,,Vehicles Travelling North,S Havana St & Girard Ave,0,14267,merged_115786296
39.678669,1,14260,-104.865773,,,,Vehicles Travelling North,S Havana St & Evans Ave,0,14260,merged_115786296
39.678087,1,14261,-104.86609,,,,Vehicles Travelling South,S Havana St & Evans Ave,0,14261,merged_115786296
39.704847,1,14262,-104.865819,,,,Vehicles Travelling North,S Havana St & Exposition Ave,0,14262,merged_115786296
39.704249,1,14263,-104.866122,,,,Vehicles Travelling South,S Havana St & Exposition Ave,0,14263,merged_115786296
39.967421,1,20078,-105.258547,,,,Vehicles Travelling Northwest,Lehigh St & Lafayette Dr,0,20078,merged_115786296
39.773872,1,34888,-104.922419,,,,Vehicles Travelling South,Holly St & Smith Rd,0,34888,merged_115786296
39.770568,1,34889,-104.922414,,,,Vehicles Travelling South,Holly St & 39th Ave,0,34889,merged_115786296
39.694746,1,20482,-104.934256,,,,Vehicles Travelling East,Arizona Ave & S Cherry St,0,20482,merged_115786296
39.783887,1,34880,-104.761484,,,,Vehicles Travelling West,Green Valley Ranch Blvd & Flanders Way,0,34880,merged_115786296
39.759111,1,34887,-104.846503,,,,Vehicles Travelling East,30th Ave & Peoria St,0,34887,merged_115786296
39.825335,1,14469,-104.970735,,,,Vehicles Travelling Northeast,Hwy 224 & Lafayette St,0,14469,merged_115786296
39.899775,1,23671,-105.032899,,,,Vehicles Travelling West,W 112th Ave & Stratford Lakes Dr,0,23671,merged_115786296
39.899529,1,23672,-105.035657,,,,Vehicles Travelling East,3800 Block W 112th Ave,0,23672,merged_115786296
39.733577,1,23675,-105.165355,,,,Vehicles Travelling North,Indiana St & S Golden Rd,0,23675,merged_115786296
39.624295,1,23677,-104.810189,,,,Vehicles Travelling North,S Chambers Rd & Belleview Ave,0,23677,merged_115786296
39.733247,1,23676,-105.165593,,,,Vehicles Travelling South,Indiana St & S Golden Rd,0,23676,merged_115786296
39.88054,1,23679,-104.940142,,,,Vehicles Travelling North,Colorado Blvd & Arrowhead Pass Rd,0,23679,merged_115786296
39.88507,1,10024,-105.007153,,,,Vehicles Travelling East,W 104th Ave & Quivas St,0,10024,merged_115786296
39.754353,1,34312,-105.001477,,,33727,Vehicles Travelling Southeast,Union Station Gate B17,0,34312,merged_115786296
39.754647,1,34313,-105.001853,,,33727,Vehicles Travelling Southeast,Union Station Gate B15,0,34313,merged_115786296
39.801459,1,15025,-104.981133,,,,Vehicles Travelling North,Logan Ct & 58th Ave,0,15025,merged_115786296
39.801479,1,15024,-104.981296,,,,Vehicles Travelling South,Logan Ct & 58th Ave,0,15024,merged_115786296
39.922991,1,25969,-104.962881,,,35367,Vehicles Travelling North,Eastlake & 124th Station Gate B,0,25969,merged_115786296
39.884702,1,23499,-104.941108,,,,Vehicles Travelling East,104th Ave & Colorado Blvd,0,23499,merged_115786296
39.725913,1,16138,-104.903233,,,,Vehicles Travelling North,Quebec St & 6th Ave,0,16138,merged_115786296
39.630933,1,19619,-104.791352,,,,Vehicles Travelling North,S Buckley Rd & Wagontrail Pkwy,0,19619,merged_115786296
39.641834,1,19614,-104.810324,,,,Vehicles Travelling South,S Chambers Rd & Oxford Ave,0,19614,merged_115786296
39.63813,1,19615,-104.810401,,,,Vehicles Travelling South,S Chambers Rd & Quincy Ave,0,19615,merged_115786296
39.65067,1,19612,-104.81015,,,,Vehicles Travelling South,S Chambers Rd & Hampden Cir,0,19612,merged_115786296
39.644206,1,19613,-104.810271,,,,Vehicles Travelling South,S Chambers Rd & Nassau Ave,0,19613,merged_115786296
39.765238,1,16130,-104.903517,,,,Vehicles Travelling South,Quebec St & 35th Ave,0,16130,merged_115786296
39.648144,1,19611,-104.810194,,,,Vehicles Travelling South,3800 Block S Chambers Rd,0,19611,merged_115786296
39.737057,1,12738,-104.991581,,,,Vehicles Travelling North,Cherokee St & W 13th Ave,0,12738,merged_115786296
39.738761,1,12739,-104.991564,,,,Vehicles Travelling North,Cherokee St & W 14th Ave,0,12739,merged_115786296
40.014643,1,35049,-105.275743,,,,Vehicles Travelling West,Arapahoe Ave & 14th St,0,35049,merged_115786296
39.769391,1,10998,-105.104752,,,,Vehicles Travelling West,W 38th Ave & Independence Ct,0,10998,merged_115786296
39.769263,1,10999,-105.104472,,,,Vehicles Travelling East,W 38th Ave & Independence St,0,10999,merged_115786296
39.769266,1,10996,-105.101511,,,,Vehicles Travelling East,W 38th Ave & Holland St,0,10996,merged_115786296
39.769296,1,10994,-105.076414,,,,Vehicles Travelling East,W 38th Ave & High Ct,0,10994,merged_115786296
39.769382,1,10995,-105.102254,,,,Vehicles Travelling West,W 38th Ave & Holland St,0,10995,merged_115786296
39.769432,1,10992,-105.063248,,,,Vehicles Travelling West,W 38th Ave & Harlan St,0,10992,merged_115786296
39.769433,1,10993,-105.076553,,,,Vehicles Travelling West,W 38th Ave & High Ct,0,10993,merged_115786296
39.769298,1,10991,-105.062228,,,,Vehicles Travelling East,W 38th Ave & Harlan St,0,10991,merged_115786296
40.137901,1,25639,-105.115093,,,,Vehicles Travelling West,Pike Rd & Ridgeview Dr,0,25639,merged_115786296
40.138005,1,25638,-105.10732,,,,Vehicles Travelling West,Pike Rd & S Coffman St,0,25638,merged_115786296
40.1383,1,25637,-105.101663,,,,Vehicles Travelling West,Pike Rd & S Main St,0,25637,merged_115786296
40.141568,1,25636,-105.099728,,,,Vehicles Travelling South,S Emery St & Quebec Ave,0,25636,merged_115786296
40.144977,1,25635,-105.099103,,,,Vehicles Travelling East,Quail St & S Emery St,0,25635,merged_115786296
40.145048,1,25634,-105.101885,,,,Vehicles Travelling East,Quail Rd & S Main St,0,25634,merged_115786296
40.159686,1,25633,-105.102641,,,,Vehicles Travelling South,S Main St & 1st Ave,0,25633,merged_115786296
39.79873,1,24618,-104.771986,,,,Vehicles Travelling North,Tower Rd & 56th Ave,0,24618,merged_115786296
39.797779,1,24619,-104.772255,,,,Vehicles Travelling South,Tower Rd & 56th Ave,0,24619,merged_115786296
39.651019,1,15097,-105.034551,,,,Vehicles Travelling Northeast,3500 Block S Lowell Blvd,0,15097,merged_115786296
39.549049,1,24949,-104.990738,,,,Vehicles Travelling East,Highlands Ranch Pkwy & Broadway,0,24949,merged_115786296
39.899732,1,21130,-105.035334,,,,Vehicles Travelling West,3800 Block W 112th Ave,0,21130,merged_115786296
39.548417,1,24947,-104.996231,,,,Vehicles Travelling South,Ridgeline Blvd & Highlands Ranch Pkwy,0,24947,merged_115786296
39.534584,1,24944,-105.027587,,,,Vehicles Travelling East,Highlands Ranch Pkwy & White Oak Ln,0,24944,merged_115786296
39.691674,1,21133,-104.819352,,,,Vehicles Travelling South,S Sable Blvd & Arkansas Dr,0,21133,merged_115786296
39.537474,1,24942,-105.031804,,,,Vehicles Travelling East,Highlands Ranch Pkwy & Rosewalk Dr,0,24942,merged_115786296
39.535948,1,24943,-105.029375,,,,Vehicles Travelling East,Highlands Ranch Pkwy & Boardwalk Dr,0,24943,merged_115786296
39.538016,1,24941,-105.033644,,,,Vehicles Travelling East,Highlands Ranch Pkwy & Rosewalk Dr,0,24941,merged_115786296
39.682132,1,14676,-105.064525,,,,Vehicles Travelling East,W Jewell Ave & S Ingalls St,0,14676,merged_115786296
39.598068,1,33940,-104.799964,,,,Vehicles Travelling East,S Lewiston Way & Mccallin Gate,0,33940,merged_115786296
39.610222,1,12761,-105.019598,,,,Vehicles Travelling East,W Church Ave & S Rapp St,0,12761,merged_115786296
